sl_no,project_code,legacy_ocms_code,pmgid,project_name,state,implementing_agency,start_date,original_completion_date,revised_completion_date,original_cost,revised_cost,cumulative_expenditure,physical_progress,reporting_period,source_filename
735,,,,Sahjanwa-Dohrighat (North Eastern Railway [NER]) (400205),Uttar Pradesh,,2019-08,2029-03,2029-03,1319.75,1319.75,485.96,3,2025-11,FlashReport_November_2025.pdf
736,,,,Anandnagar - Ghugli via Maharajganj New line 52.7 km (Construction NER) (617252),Uttar Pradesh,,2023-10,2028-03,,958.27,958.27,454.36,23,2025-11,FlashReport_November_2025.pdf
737,,,,Chunar-Chopan doubling project (North Central Railway) (617284),Uttar Pradesh,,2023-08,2028-03,,1423.96,1423.96,58.77,5,2025-11,FlashReport_November_2025.pdf
738,,,,Surface triangle line bet. Bhadura stn and new crossing stn Karma (East Central Railway [ECR] - I) (617333),Uttar Pradesh,,2022-10,2027-02,,199.96,199.96,0,0,2025-11,FlashReport_November_2025.pdf
739,,,,Doubling between Jaunpur Jn - Zaffarabad 6.28 km (M/S SRC company Infra Private Limited) (617370),Uttar Pradesh,,2023-03,2027-01,,180.66,180.66,4,12,2025-11,FlashReport_November_2025.pdf
740,,,,Burhwal Gonda 3rd line (North Eastern Railway [NER]) (705567),Uttar Pradesh,,2017-11,2025-03,2026-01,1016,1118,1435.86,88,2025-11,FlashReport_November_2025.pdf
741,,,,Janghai-Pratapgarh- Amethi (CAO/C/II/NR) (705588),Uttar Pradesh,,2017-11,2025-03,2026-03,722,1194,1567,70,2025-11,FlashReport_November_2025.pdf
742,,,,Lalitpur-Birari with flyover at Lalitpur- 16 Km (North Central Railway) (705766),Uttar Pradesh,,2017-03,2024-12,2026-01,304.44,356,234.88,80,2025-11,FlashReport_November_2025.pdf
743,,,,Allahabad-Bamhrauli Flyover Construction & 4th Railway Line Project (North Central Railway) (705771),Uttar Pradesh,,2019-04,2026-03,2026-03,494,494,333,70,2025-11,FlashReport_November_2025.pdf
744,,,,"Mughalsarai-Allahabad, 3rd line (North Central Railway) (705772)",Uttar Pradesh,,2015-12,2026-12,2027-03,2649,2649.44,1688.13,65,2025-11,FlashReport_November_2025.pdf
745,,,,Aligarh -Daud Khan Flyover Construction & 3rd Railway Line Project (CAO/C/NCR) (705774),Uttar Pradesh,,2019-04,2025-01,2027-03,758,779.49,412.67,73,2025-11,FlashReport_November_2025.pdf
746,,,,Bhandai - Flyover for Etawah bound down train- 10 Km (North Central Railway (NCR) - II) (705777),Uttar Pradesh,,2020-07,2026-02,2027-02,250.18,250.18,115.68,8,2025-11,FlashReport_November_2025.pdf
747,,,,"Phephna-Indara, Mau-Shahganj doubling excluding Indara-Mau (RVNL - I) (705779)",Uttar Pradesh,,2017-05,2024-12,2026-03,1178,1777,1489.5,85,2025-11,FlashReport_November_2025.pdf
748,,,,Bhatni-Aurnihar with electrification excluding Indara-Mau (RVNL - I) (705780),Uttar Pradesh,,2018-03,2024-12,2025-12,2529,2529.46,2051.69,94,2025-11,FlashReport_November_2025.pdf
749,,,,Barabanki-Malhaur 3rd & 4th Railway Line Project (CAO/C/NR) (705782),Uttar Pradesh,,2019-01,2025-03,2026-03,407,407,317,75,2025-11,FlashReport_November_2025.pdf
750,,,,Janghai-Phaphamau Doubling Rail Line Project (RVNL) (705784),Uttar Pradesh,,2018-11,2025-03,2025-03,357,978.77,579,95,2025-11,FlashReport_November_2025.pdf
751,,,,Rishikesh-Karnaprayag New Rail Line- 125 km (RVNL - I) (705429),Uttarakhand,,2016-11,2025-12,2027-03,38953,38953,24645.15,65,2025-11,FlashReport_November_2025.pdf
752,Eastern Railway [ER] - I,400247,,Kalinarayanpur-Krishnanagar Doubling Alongwith Krishnanagar - Chapra New Line,West Bengal,And Naihati-Ranaghat 3rd Line.,2015-07,2027-02,2027-02,1000,1000,1053.99,69,2025-11,FlashReport_November_2025.pdf
753,,,,Tarakeshwar-Bishnupur New Line [82.47 km] (Eastern Railway [ER] - I) (400273),West Bengal,,2001-03,2019-03,2026-02,1189,1542,1330.49,91,2025-11,FlashReport_November_2025.pdf
754,,,,Dum Dum Airport-New Garia via Rajarhat-Construction of Metro Railway (RVNL - II) (400277),West Bengal,,2010-03,2025-12,2026-03,8964,8964,8316.32,81,2025-11,FlashReport_November_2025.pdf
755,,,,Construction of Balurghat-Hilli new BG Line (Northeast Frontier Railway [NFR]) (612096),West Bengal,,2010-12,2027-03,2027-03,1209,1181.57,405.31,9,2025-11,FlashReport_November_2025.pdf
756,South Eastern Railway - JH,617345,,SER Upgradation of maintenance infrastructure at Shalimar into Vande Bharat Chair,West Bengal,Car maintenance cum workshop depot.,2024-03,2026-10,,226.87,226.87,21.22,20,2025-11,FlashReport_November_2025.pdf
757,,,,Joka-BBD Bag new metro project (RVNL - II) (705730),West Bengal,,2010-03,2026-12,2029-12,4835,10362,4672.28,51,2025-11,FlashReport_November_2025.pdf
758,,,,"Noapara-Barasat via Bimanbandar - Construction of Metro railway [18 km] (Metro Railway, Kolkata) (706776)",West Bengal,,2010-11,2026-08,2029-03,4830,4830,2764.13,32,2025-11,FlashReport_November_2025.pdf
759,,,,Baranagar-Barrackpore and Dakshineshwar- Construction of Metro Railway (RVNL - II) (706777),West Bengal,,2010-03,2026-12,2025-12,2298,2734,393.01,17,2025-11,FlashReport_November_2025.pdf
760,,,,Krishnapatnam Node - Phase 1 - Roads and Services Development (National Industrial Corridor Development Corporation) (701658),Andhra Pradesh,,2020-12,2028-02,,2139.44,2139.44,503.39,24,2025-11,FlashReport_November_2025.pdf
761,,,,Tumakuru Node - Phase 1 - Roads and Services Development (National Highways & Infrastructure Development Corporation Ltd. [NHIDCL]) (701657),Karnataka,,2020-12,2026-09,,1701.81,1701.81,153.26,14,2025-11,FlashReport_November_2025.pdf
762,National Communication Academy - Finance (Erstwhile NICF,709859,,SETTING UP OF PHYSICAL INFRASTRUCTURE FOR THE NATIONAL INSTITUTE,Delhi,OF COMMUNICATION FINANCE [NICF] AT GHITORNI,2014-10,2020-02,2025-10,248.2,248.2,236.91,98,2025-11,FlashReport_November_2025.pdf
763,Department of Telecommunications,701598,,Provision of 4G based Mobile Services in Uncovered Villages and National Highways,Meghalaya,of Meghalaya,2019-09,2022-03,2026-03,971.96,971.96,208.25,99,2025-11,FlashReport_November_2025.pdf
764,Department of Telecommunications [DoT],617413,,Mobile connectivity in Left Wing Extremism [LWE] affected areas-Phase 1,"Multi-States (Andhra Pradesh, Bihar, Chhattisgarh, Jharkhand, Madhya Pradesh, Maharashtra, Odisha, Telangana, Uttar Pradesh, West Bengal)",Upgradation,2022-04,2025-05,2026-03,1884.6,1884.6,100,87,2025-11,FlashReport_November_2025.pdf
765,,,,Mobile connectivity in Left Wing Extremism [LWE] affected areas-Phase2 (Department of Telecommunications [DoT]) (701599),"Multi-States (Andhra Pradesh, Bihar, Chhattisgarh, Jharkhand, Madhya Pradesh, Maharashtra, Odisha, Telangana, Uttar Pradesh, West Bengal)",,,2023-03,2026-03,1577.57,1577.57,628.29,87,2025-11,FlashReport_November_2025.pdf
766,Department of Telecommunications [DoT],701602,,"Provision of 4G based mobile services in 7,287 uncovered villages of 44 Aspirational District across 5 states of Andhra Pradesh, Chhattisgarh, Jharkhand, Maharashtra &","Multi-States (Andhra Pradesh, Chhattisgarh, Jharkhand, Maharashtra, Odisha)",Odisha,2021-11,2023-11,2026-05,3685,3685,1203.48,82,2025-11,FlashReport_November_2025.pdf
767,Department of Telecommunications,701597,,Provision of 4G Mobile Services in Uncovered Villages of Arunachal Pradesh and 2,"Multi-States (Arunachal Pradesh, Assam)",Districts of Assam,2020-12,2023-04,2026-03,1255.49,1255.49,284.04,92,2025-11,FlashReport_November_2025.pdf
768,,,,354 Uncovered Villages Scheme (Department of Telecommunications [DoT]) (701600),"Multi-States (Bihar, Gujarat, Himachal Pradesh, Jammu and Kashmir, Ladakh, Rajasthan, Uttar Pradesh)",,2019-12,2021-10,2025-08,336.89,301.13,235.96,100,2025-11,FlashReport_November_2025.pdf
769,Department of Telecommunications [DoT],704495,,"502 Aspirational District Scheme in Four states - Bihar, Madhya Pradesh, Rajastha","Multi-States (Bihar, Madhya Pradesh, Rajasthan, Uttar Pradesh)",and Uttar Pradesh,,2022-03,2025-12,421.65,228.94,142.01,97,2025-11,FlashReport_November_2025.pdf
770,BSNL,709749,,PHASE-I OF CONSOLIDATION OF EXISTING CDR DATA CENTERS AND NIB-P3,"Multi-States (Maharashtra, Telangana)",DATA CENTERS WITH STATE OF THE ART,2020-03,2021-06,2025-12,461.42,461.42,166.02,81,2025-11,FlashReport_November_2025.pdf
771,,,,Saturation 4G mobile coverage of Uncovered Villages through USOF (Department of Telecommunications [DoT]) (400013),PAN India,,2022-07,2024-06,2026-03,26316,30620,9791.8,78,2025-11,FlashReport_November_2025.pdf
772,,,,4G Services by BSNL (Department of Telecommunications [DoT]) (701593),PAN India,,2020-11,2024-03,2026-03,28466,19592,8471.19,97,2025-11,FlashReport_November_2025.pdf
773,,,,BharatNet (Department of Telecommunications [DoT]) (706775),PAN India,,2017-07,2023-08,2027-03,61109,188000,46431.54,81,2025-11,FlashReport_November_2025.pdf
774,BSNL,709856,,MPLS-IP BASED ACCESS AND AGGREGATION NETWORK [MAAN] IN BSNL,PAN India,ALONG WITH TEST AND MEASURING EQUIPMENT,2023-05,2024-08,2025-11,645.13,645.13,377.59,92,2025-11,FlashReport_November_2025.pdf
775,BSNL,709857,,"Planning, Engineering, Supply, Installation, Testing, Commissioning, Integration & Annual Maintenance of 4G mobile network at 1 Lakh sites on PAN India basis",PAN India,including Mumbai & Delhi LSA on turnkey basis under Phase IX.2 Project.,2023-05,2025-06,2026-03,24544.55,24544.5,8472.04,97,2025-11,FlashReport_November_2025.pdf
776,,,,OPTICAL TRANSPORT NETWORK [OTN] PH-4 IN BSNL (BSNL) (709858),PAN India,,2024-02,2025-08,2025-11,810.99,810.99,786.86,100,2025-11,FlashReport_November_2025.pdf
777,National Mission for Clean Ganga,616600,,Interception and Diversion and STP works in Bhagalpur under Hybrid annuity based,Bihar,PPP mode-Namami Gange Programme,2017-10,2025-02,2025-12,413.29,413.29,126.67,97,2025-11,FlashReport_November_2025.pdf
778,National Mission for Clean Ganga,616611,,Sewage Treatment Plant 100MLD and Sewerage Network 288 km in Digha-Patna,Bihar,under Hybrid annuity based PPP mode-Namami Gange Programme,2017-08,2025-12,,824,824,396.71,56,2025-11,FlashReport_November_2025.pdf
779,National Mission for Clean Ganga,616612,,Sewage Treatment Plant 50MLD and Sewerage Network 150 km in Kankarbagh-,Bihar,Patna under Hybrid annuity based PPP mode-Namami Gange Programme,2017-08,2025-12,,578.89,578.89,171.79,54,2025-11,FlashReport_November_2025.pdf
780,,,,"Sewer Network, SPS and STP at Begusarai (National Mission for Clean Ganga) (616615)",Bihar,,2010-03,2025-04,2025-12,230.06,230.06,261.82,97,2025-11,FlashReport_November_2025.pdf
781,,,,"Sewer Networks, SPS and STP at Hajipur (National Mission for Clean Ganga) (616616)",Bihar,,2010-03,2025-06,2025-12,305.19,305.19,346.46,95,2025-11,FlashReport_November_2025.pdf
782,National Mission for Clean Ganga,616594,,Interception & Diversion with Rehabilitation of sewerage scheme at Agra under Hybrid,Uttar Pradesh,annuity based PPP model-Namami Gange Programme,2020-05,2025-04,2025-12,842.25,842.25,208.64,77,2025-11,FlashReport_November_2025.pdf
783,National Mission for Clean Ganga,616605,,Pollution Abatement Works for River Kali Meerut under Meerut Municipality,Uttar Pradesh,Interception & Diversion with STP,2020-05,2024-12,2027-05,690.71,690.71,34.79,38,2025-11,FlashReport_November_2025.pdf
784,National Mission for Clean Ganga,616604,,Pollution Abatement works for River Ganga at Hooghly Chinsurah- Municipal Town,West Bengal,Interception & Diversion with STP,2018-05,2025-03,2025-12,154.73,154.73,96.17,92,2025-11,FlashReport_November_2025.pdf
785,,,,Sardar Gouthu Latchanna Thotapalli Barrage Project (Water Resources-AP) (400100),Andhra Pradesh,,2005-04,2019-12,2026-06,353.05,1023.24,869.11,95,2025-11,FlashReport_November_2025.pdf
786,,,,Gundlakamma project (Water Resources-AP) (400101),Andhra Pradesh,,2005-04,2019-12,2027-03,397.41,697.39,619.09,98,2025-11,FlashReport_November_2025.pdf
787,,,,Polavaram Irrigation Project (Water Resources-AP) (701415),Andhra Pradesh,,2009-01,2022-04,2026-03,10151.04,55548.9,25291.59,84,2025-11,FlashReport_November_2025.pdf
788,,,,"Borolia Irrigation Project (Department of Water Resources, River Development & GR) (701370)",Assam,,1996-04,2022-12,2026-03,256.16,256.16,44.7,55,2025-11,FlashReport_November_2025.pdf
789,,,,Punpun Barrage Project (Water Resources-BR) (400104),Bihar,,2007-04,2019-12,2026-03,571.07,658.12,447.68,44,2025-11,FlashReport_November_2025.pdf
790,,,,Kelo Irrigation Project (Water Resources-CT) (400111),Chhattisgarh,,2008-04,2019-12,2026-06,459.97,727.04,616.93,72,2025-11,FlashReport_November_2025.pdf
791,,,,"Kudali Irrigation Project (Department of Water Resources, River Development & GR) (701399)",Chhattisgarh,,2009-04,2025-12,,382.29,382.29,239.03,86,2025-11,FlashReport_November_2025.pdf
792,,,,"Sardar Sarovar CADWM Project (Narmada and Water Resources, Water Supply and Kalpsar Department-GJ) (400097)",Gujarat,,2017-04,2019-12,2026-03,5021.76,6670.31,4957.08,90,2025-11,FlashReport_November_2025.pdf
793,,,,"Sardar Sarovar Project (Narmada and Water Resources, Water Supply and Kalpsar Department-GJ) (701372)",Gujarat,,1996-04,2019-12,2026-03,20718.17,33412.5,31860.86,93,2025-11,FlashReport_November_2025.pdf
794,,,,"Subernarekha Multipurpose Project, Jharkhand (Department of Water Resources-JH) (701376)",Jharkhand,,2011-04,2019-12,2026-03,3807.77,9579.58,5790.29,70,2025-11,FlashReport_November_2025.pdf
795,,,,Upper Tunga Irrigation Project (Water Resources-KA) (701377),Karnataka,,2014-04,2019-12,2026-03,770.16,1606.07,1515.32,99,2025-11,FlashReport_November_2025.pdf
796,,,,Omkareshwar CADWM Project (Water resource-mp) (400096),Madhya Pradesh,,2017-04,2019-12,2026-03,648.09,648.09,203.06,49,2025-11,FlashReport_November_2025.pdf
797,,,,Bargi Diversion Project Phase - IV [km. 154 to km 197] (Water Resources-MP) (400115),Madhya Pradesh,,2008-04,2019-12,2026-03,751.03,893.35,783.1,75,2025-11,FlashReport_November_2025.pdf
798,,,,Bargi Diversion Project Phase - III [km. 104 to km 154] (Water Resources-MP) (400116),Madhya Pradesh,,2007-04,2019-12,2026-03,1229.15,1399.7,1937.25,80,2025-11,FlashReport_November_2025.pdf
799,,,,Gosikhurd CADWM Project (Department of water resources-MH - II) (400095),Maharashtra,,2017-04,2019-12,2026-06,743.73,743.73,365.86,52,2025-11,FlashReport_November_2025.pdf
800,,,,Urmodi Irrigation Project (Department of water resources-MH - II) (400105),Maharashtra,,2017-04,2022-06,2026-12,580.79,895.81,713.46,76,2025-11,FlashReport_November_2025.pdf
801,,,,Sulwade-Jamphal-Kanoli Lift Irrigation Scheme (Department of water resources-MH - II) (400107),Maharashtra,,2017-04,2023-06,2027-06,2407.67,2407.67,2579.27,80,2025-11,FlashReport_November_2025.pdf
802,,,,Purna Barrage-2 [Ner Dhamana] Medium Irrigation Project (Department of water resources-MH - II) (400109),Maharashtra,,2017-04,2020-06,2026-06,848.07,888.43,690.49,69,2025-11,FlashReport_November_2025.pdf
803,,,,Jigaon Irrigation Project (Department of water resources-MH - II) (400112),Maharashtra,,2017-04,2028-06,,7222.95,7222.95,9035.2,90,2025-11,FlashReport_November_2025.pdf
804,,,,Bodwad Parisar Sinchan Yojna (Department of Water Resources-MH) (617422),Maharashtra,,2002-05,2027-07,,1923.81,1923.81,1770.13,49,2025-11,FlashReport_November_2025.pdf
805,,,,Waghur Project (Department of water resources-MH - II) (701383),Maharashtra,,1996-04,2019-12,2026-03,1058.99,1758.51,1557.64,89,2025-11,FlashReport_November_2025.pdf
806,,,,Gosikhurd Project (Department of water resources-MH - II) (701386),Maharashtra,,2008-04,2019-12,2028-06,7196.47,12770.1,13837.78,72,2025-11,FlashReport_November_2025.pdf
807,,,,Aruna Medium Irrigation Project (Department of water resources-MH - II) (701391),Maharashtra,,2009-04,2019-12,2025-12,210.45,1472.14,1705.83,97,2025-11,FlashReport_November_2025.pdf
808,,,,Lower Pedhi Project (Department of water resources-MH - II) (701396),Maharashtra,,2008-04,2019-12,2026-06,255.97,1480.7,1324.98,65,2025-11,FlashReport_November_2025.pdf
809,,,,Nardave Medium Irrigation Project (Department of water resources-MH - II) (701398),Maharashtra,,2009-04,2019-12,2026-06,211.46,781.85,623.5,72,2025-11,FlashReport_November_2025.pdf
810,,,,Thoubal Multipurpose Project (Water Resources Department-MN) (701400),Manipur,,1997-04,2019-12,2026-03,1449.44,1822.24,1837.91,98,2025-11,FlashReport_November_2025.pdf
811,,,,"North Koel Reservoir Project (Department of Water Resources, River Development & GR) (701412)","Multi-States (Bihar, Jharkhand)",,2017-08,2021-03,2026-03,1622.27,2430.76,151.04,32,2025-11,FlashReport_November_2025.pdf
812,,,,Integrated Anandpur Barrage Project (Water Resources-OR) (603945),Odisha,,1997-04,2019-12,2026-06,567.03,2990.05,2715.12,62,2025-11,FlashReport_November_2025.pdf
813,,,,Kanupur Irrigation Project (Irrigation and CAD-TG) (701404),Odisha,,2003-04,2019-12,2026-06,989.43,2301.28,2712.75,79,2025-11,FlashReport_November_2025.pdf
814,,,,Relining of Rajasthan feeder and Sirhind Feeder canal (Department of Water Resources-PB) (701410),Punjab,,2016-02,2021-06,2026-06,1441.26,2462.16,3012.69,80,2025-11,FlashReport_November_2025.pdf
815,,,,Shahpur Kandi Dam Project (Department of Water Resources-PB) (701411),Punjab,,2010-02,2022-06,2025-10,2285.81,2715.7,2169.72,88,2025-11,FlashReport_November_2025.pdf
816,,,,Sri Ram Sagar Project Stage - II (Irrigation and CAD-TG) (400102),Telangana,,2005-04,2019-12,2026-03,736.13,949.87,940.7,96,2025-11,FlashReport_November_2025.pdf
817,,,,Indiramma Flood Flow Canal Project (Irrigation and CAD-TG) (400103),Telangana,,2005-04,2019-12,2026-12,1331.3,5940.09,4491.08,92,2025-11,FlashReport_November_2025.pdf
818,,,,J. Chokka Rao Devadula Lift Irrigation Scheme (Irrigation and CAD-TG) (701405),Telangana,,2006-04,2019-12,2025-12,8200.71,14730,4664.8,87,2025-11,FlashReport_November_2025.pdf
819,,,,Rajiv Bhima Lift Irrigation Scheme (Irrigation and CAD-TG) (701406),Telangana,,2007-04,2019-12,2026-03,1402,2509.66,1839.76,100,2025-11,FlashReport_November_2025.pdf
820,,,,Saryu Nahar CADWM Project (Irrigation & Water Resources-UP) (400093),Uttar Pradesh,,2017-04,2019-12,2026-03,1672.7,1672.7,22.24,1,2025-11,FlashReport_November_2025.pdf
821,,,,"Morna [Gureghar] Irrigation Project (Department of Water Resources, River Development & GR) (701395)",Uttar Pradesh,,2007-04,2025-12,,219.9,219.9,115.2,31,2025-11,FlashReport_November_2025.pdf
822,,,,Madhya Ganga canal Phase-II (Irrigation & Water Resources-UP) (701408),Uttar Pradesh,,2008-04,2019-12,2025-12,1060.67,4417.21,4552.44,82,2025-11,FlashReport_November_2025.pdf
823,,,,Jamrani Dam Multipurpose Project (Irrigation-UK) (613787),Uttarakhand,,2023-10,2029-06,,2584.1,2584.1,968.52,16,2025-11,FlashReport_November_2025.pdf
